OBJECTID,AllBridges_2009April_BDEPT,AllBridges_2009April_BIN,AllBridges_2009April_FHWA_Record,AllBridges_2009April_Health_Index,AllBridges_2009April_Item___6A,AllBridges_2009April_Item___7,AllBridges_2009April_Item___8_Bridge_Cat,AllBridges_2009April_Item___8_Owner,AllBridges_2009April_Item__16A,AllBridges_2009April_Item__16B,AllBridges_2009April_Item__16C,AllBridges_2009April_Item__17A,AllBridges_2009April_Item__17B,AllBridges_2009April_Item__17C,AllBridges_2009April_Item__26,AllBridges_2009April_Item__28A,AllBridges_2009April_Item__29,AllBridges_2009April_Item__30,AllBridges_2009April_Item__32,AllBridges_2009April_Item__34,AllBridges_2009April_Item__49,AllBridges_2009April_Item__52,AllBridges_2009April_Item__58,AllBridges_2009April_Item_104,AllBridges_2009April_Posting_2_Axle,AllBridges_2009April_Posting_3_Axle,AllBridges_2009April_Posting_5_Axle,AllBridges_2009April_Struct_Def,AllBridges_2009April_Town_Name,AllBridges_2009April_RPA
335,W01018,2FH,True,0.901,HWY   NORTH AVE,I  95 /ST128,NBI,MHD,42,30,59.886,71,5,23.6292,11,6,133200,2008,17.7,16,22.3,45.1,6,True,0,0,0,False,Wakefield,MAPC
336,W01008,2FJ,True,0.9824,HWY   PLEASURE ISLAND RD,I  95 /ST128,NBI,MHD,42,30,47.4444,71,2,30.2208,11,6,132700,2007,29.3,16,15.8,34.1,N,True,0,0,0,False,Wakefield,MAPC
337,W01016,2FK,True,0.7658,ST129 EB LOWELL ST,I  95 /ST128,NBI,MHD,42,31,28.1352,71,4,56.3664,11,8,135400,2008,29.3,25,22.6,46.9,5,True,0,0,0,False,Wakefield,MAPC
338,W01015,2FL,True,0.7593,ST129 WB  MAIN ST,I  95 /ST128,NBI,MHD,42,31,32.3328,71,4,48.3564,11,6,135400,2008,29.3,0,20.4,46.9,5,True,0,0,0,False,Wakefield,MAPC
339,N12059,2FM,True,0.5567,HWY   QUINOBEQUIN RD,I  95 ST128,NBI,MHD,42,19,32.9124,71,15,2.0628,11,10,160000,2009,36.6,49,29,44.6,6,True,0,0,0,False,Newton,MAPC
340,N12054,2FN,True,0.8065,WATER CHARLES RIVER,I  95 /ST128,NBI,MHD,42,19,24.546,71,14,59.0928,11,8,170000,2006,18.3,25,55.8,45.4,6,True,0,0,0,False,Newton,MAPC
341,N12063,2FP,True,0.7155,WATER CHARLES RIVER,I  95 /ST128,NBI,MHD,42,20,11.958,71,15,32.9256,11,8,160000,2006,18.3,0,38.1,44.5,6,True,0,0,0,False,Newton,MAPC
342,W13023,2FQ,True,0.9414,ST  9 WORCESTER ST,I  95 NB/ST128 NB,NBI,MHD,42,18,59.3496,71,14,3.2352,11,5,86000,2007,20.1,30,43.9,22.4,4,True,0,0,0,True,Wellesley,MAPC
343,B29006,2G2,True,0.6759,I  95 /ST128 & CD,US  3 SB,NBI,MHD,42,28,35.4792,71,13,13.8576,12,2,34000,2008,11.6,4,86.6,13.9,7,True,0,0,0,False,Burlington,MAPC
344,B29006,2G3,True,0.730200861,I  95 /ST128 & CD,US  3 NB,NBI,MHD,42,28,35.4792,71,13,13.8576,12,1,26300,2008,11.6,4,86.6,13.9,7,True,0,0,0,False,Burlington,MAPC
345,C19018,2GR,True,0.7201,WATER NASHOBA BROOK,ST  2,NBI,MHD,42,28,8.868,71,24,26.3988,14,4,59600,2008,29,11,8.5,30.5,7,True,20,23,40,False,Concord,MAPC
346,B21032,AAM,True,0.663,WATER MONATIQUOT RIVER,HWY   UNION ST EB,NBI,MHD,42,12,38.0016,70,59,45.6216,16,1,19300,2007,7.9,33,15.8,11,N,False,0,0,0,False,Braintree,MAPC
347,B21032,34L,True,0.6773,WATER MONATIQUOT RIVER,HWY   UNION ST WB,NBI,MHD,42,12,38.0016,70,59,45.618,16,1,23400,2007,7.9,33,15.8,11,N,False,0,0,0,False,Braintree,MAPC
348,Q01049,2GT,True,0.8906,RR    CSX SPUR TO LEDGER,ST  3 RPS CC&C&X&Y,NBI,MHD,42,31,36,71,1,12,14,8,24100,2007,47.5,43,22.6,59.4,7,True,0,0,0,False,Quincy,MAPC
349,Q01051,2GU,True,0.7287,OTHER RELIEF,ST  3 RAMP Y @ T,NBI,MHD,42,31,36,71,1,12,14,2,6600,2007,8.5,60,150.3,9.5,7,True,0,0,0,False,Quincy,MAPC
350,Q01051,2GV,True,0.7238,HWY   RAMPS C & CC,ST  3 RAMP X @ T,NBI,MHD,42,31,36,71,1,12,14,1,4800,2007,6.7,45,194.5,7.7,7,True,0,0,0,False,Quincy,MAPC
351,M12035,2HH,True,0.9998,ST 28 FELLSWAY WST,I  93 NB,NBI,MHD,42,26,54.4524,71,6,17.8632,11,5,169000,2008,23.5,43,27.1,25.1,6,True,0,0,0,False,Medford,MAPC
352,M12035,2HJ,True,0.7446,ST 28 FELLSWAY WST,I  93 SB,NBI,MHD,42,26,55.068,71,6,18.6372,11,5,169000,2008,23.5,43,27.1,25,6,True,0,0,0,False,Medford,MAPC
353,R03011,2HK,True,0.6681,I  95 /ST128,I  93,NBI,MHD,42,30,7.902,71,7,8.6556,11,8,168800,2007,41.5,29,75.6,52.5,7,True,0,0,0,False,Reading,MAPC
354,R03010,2HL,True,0.6609,HWY   WEST ST,I  93,NBI,MHD,42,30,32.742,71,7,25.9284,11,8,155000,2008,42.7,21,48.2,47.2,7,True,0,0,0,False,Reading,MAPC
355,S27004,2HM,True,0.6237,RR    BMRR SPUR (ABAND),I  93,NBI,MHD,42,28,42.5712,71,6,51.7608,11,8,170000,2009,45.7,0,9.4,49.7,6,True,0,0,0,False,Stoneham,MAPC
356,S27007,2HN,True,0.8946,HWY   BORDER RD ACCESS,I  93,NBI,MHD,42,28,8.0436,71,6,27.0396,11,8,180600,2008,18.9,0,39,50.6,5,True,0,0,0,False,Stoneham,MAPC
357,W38028,2HR,True,0.4584,RR    MBTA/BMRR,I  93 NB,NBI,MHD,42,32,27.8052,71,8,7.4472,11,5,66900,2008,20.1,30,29,22.6,6,True,0,0,0,False,Wilmington,MAPC
358,W38028,2HT,True,0.4676,RR    MBTA/BMRR,I  93 SB,NBI,MHD,42,32,28.8096,71,8,8.3976,11,4,66900,2008,20.1,30,28,22.6,6,True,0,0,0,False,Wilmington,MAPC
359,W38026,2HU,True,0.6458,WATER IPSWICH RIVER,I  93 NB,NBI,MHD,42,33,9.27,71,8,16.926,11,4,135000,2008,18.9,24,12.5,24.4,5,True,0,0,0,False,Wilmington,MAPC
360,W38026,2HV,True,0.6713,WATER IPSWICH RIVER,I  93 SB,NBI,MHD,42,33,9.5364,71,8,18.0204,11,4,135000,2008,18.9,24,12.5,24.4,7,True,0,0,0,False,Wilmington,MAPC
361,W38031,2HW,True,0.8674,HWY   CONCORD ST,I  93,NBI,MHD,42,33,29.5992,71,8,28.0536,11,8,150000,2009,50,31,44.8,52.5,5,True,0,0,0,False,Wilmington,MAPC
362,W38036,2HX,True,0.6482,RR    MBTA/BMRR,I  93 SB,NBI,MHD,42,35,31.9128,71,10,1.2468,11,4,73400,2008,18.9,40,23.2,21.1,6,True,0,0,0,False,Wilmington,MAPC
363,W38037,2HY,True,0.6992,RR    MBTA/BMRR,I  93 NB,NBI,MHD,42,35,36.5028,71,10,0.5304,11,4,73400,2008,18.9,44,21.3,21.1,6,True,0,0,0,False,Wilmington,MAPC
364,W43039,2J0,True,0.8515,RR    BMRR SPUR (ABAND),I  93 NB OFF RMP,NBI,MHD,42,28,42.6216,71,6,51.426,12,2,19700,2009,7.6,15,8.7,18.3,5,True,0,0,0,False,Woburn,MAPC
365,W43037,2J1,True,0.6134,RR    BMRR SPUR (ABAND),I  93,NBI,MHD,42,28,42.4632,71,6,52.8948,11,8,170000,2009,55.9,24,10.8,48.6,6,True,0,0,0,False,Woburn,MAPC
366,W43040,2J2,True,0.6321,RR    BMRR SPUR (ABAND),I  93 SB ON RAMP,NBI,MHD,42,28,42.4164,71,6,53.2116,12,1,12700,2009,6.7,29,10.8,9.8,5,True,0,0,0,False,Woburn,MAPC
367,W43036,2J3,True,0.6892,HWY   MONTVALE AVE,I  93,NBI,MHD,42,28,48.2988,71,6,55.7676,12,8,169200,2008,39.6,20,54.9,51.6,6,True,0,0,0,False,Woburn,MAPC
368,Q01046,2J8,True,0.8439,ST 28 RANDOLPH RD,I  93 SB/US1NB,NBI,MHD,42,12,20.8116,71,3,56.4084,12,5,104000,2008,19.8,14,52.7,22,7,True,0,0,0,False,Quincy,MAPC
369,C19002,2JW,True,0.670799293,WATER SUDBURY RIVER,HWY   ELM ST,NBI,MHD,42,27,33.4116,71,22,0.5124,16,2,11900,2008,8.5,0,25.6,9.4,N,False,0,0,0,False,Concord,MAPC
370,L10010,2JX,True,0.6235,I  95 /ST128,ST  2 A/MARRETT RD,NBI,MHD,42,26,34.6668,71,15,27.6516,16,4,21000,2007,21.9,6,81.4,26.8,4,False,0,0,0,True,Lexington,MAPC
371,W29015,2K0,True,0.9608,I  95 /ST128,ST 30 SOUTH AVE,NBI,MHD,42,20,37.662,71,15,48.4884,14,2,44700,2009,18.9,9,82.3,26.5,6,False,0,0,0,False,Weston,MAPC
372,N12010,2K1,True,0.7566,WATER CHARLES  RIVER,ST 30 SOUTH AVE,NBI,MHD,42,20,38.526,71,15,42.3036,14,4,32600,2009,10.4,0,42.1,28.3,5,False,0,0,0,False,Newton,MAPC
373,W04028,2K3,True,0.7283,I  95 /ST128,RT117 MAIN ST,NBI,MHD,42,22,35.2164,71,16,1.6104,16,4,37700,2007,14.6,20,66.4,18.5,5,False,0,0,0,False,Waltham,MAPC
374,B04002,2K4,True,0.5827,WATER CONCORD RIVER,ST225 BEDFORD RD,NBI,MHD,42,30,32.8572,71,18,53.6976,16,2,10600,2006,9.1,0,57.9,11.8,5,False,17,20,36,False,Bedford,MAPC
375,B04001,2K5,True,0.4054,WATER SHAWSHEEN RIVER,ST 4  GREAT RD,NBI,MHD,42,29,10.4388,71,15,43.9092,19,2,42000,2008,11,0,10.4,14.3,6,False,13,17,25,False,Bedford,MAPC
376,L10020,2KA,True,0.6859,ST  2,HWY   WATERTOWN ST,NBI,MHD,42,25,2.5284,71,12,19.764,16,2,12600,2008,13.4,30,64.6,16.3,6,False,0,0,0,False,Lexington,MAPC
377,L10014,2KB,True,0.6728,I  95 /ST128,ST  4 BEDFORD ST,NBI,MHD,42,28,13.0656,71,14,44.4516,14,4,42500,2008,21.9,32,71,27,5,False,0,0,0,False,Lexington,MAPC
378,C19011,2KC,True,0.5139,WATER CONCORD RIVER,HWY   LOWELL RD,NBI,MHD,42,27,58.392,71,21,21.852,16,2,14900,2009,13.4,0,28.3,16.4,7,False,0,0,0,False,Concord,MAPC
379,W04002,2KG,True,0.671,WATER CHARLES RIVER,HWY   NEWTON ST,NBI,MHD,42,22,20.7624,71,13,45.5412,16,2,19000,2009,8.2,0,27.4,12.6,N,False,0,0,0,False,Waltham,MAPC
380,W43041,2KH,True,0.759,WATER ABERJONA RIVER,HWY   MONTVALE AVE,NBI,MHD,42,28,47.0496,71,7,6.7764,12,4,41500,2009,19.2,0,8.5,23.9,7,True,0,0,0,False,Woburn,MAPC
381,C19004,2KJ,True,0.4568,WATER SUDBURY RIVER,ST 62 /ST2A/MAIN,NBI,MHD,42,27,28.998,71,22,0.8292,14,2,10100,2008,9.1,2,21.9,9.9,N,False,7,11,17,False,Concord,MAPC
382,C19010,2KK,True,0.7901,WATER ASSABET RIVER,ST 62 MAIN ST,NBI,MHD,42,27,22.4892,71,23,26.772,14,2,24200,2008,7.3,12,17.4,10.9,N,False,0,0,0,False,Concord,MAPC
383,C19009,2KL,True,0.682,WATER POWER CANAL,ST 62 MAIN ST,NBI,MHD,42,27,9.882,71,24,35.7336,14,2,17300,2009,9.8,7,7,18.8,N,False,0,0,0,False,Concord,MAPC
384,C19009,2KM,True,0.9906,WATER ASSABET RIVER,ST 62 MAIN ST,NBI,MHD,42,27,9.8928,71,24,35.7156,14,2,27000,2008,9.8,0,26.5,12.3,7,False,0,0,0,False,Concord,MAPC
385,C19008,2KN,True,0.9374,WATER ASSABET RIVER,ST 62 MAIN ST,NBI,MHD,42,26,31.1928,71,25,37.7472,14,2,21000,2008,12.2,10,24.4,15,6,False,0,0,0,False,Concord,MAPC
386,N18006,2KP,True,0.6371,WATER IPSWICH RIVER,ST 62 WASHNGTON ST,NBI,MHD,42,34,35.0292,71,4,13.6704,16,2,14800,2009,9.1,0,13.1,12.6,6,False,0,0,0,False,North Reading,MAPC
387,W38033,2KQ,True,0.7312,I  93,ST 62 MIDDLESEX AV,NBI,MHD,42,34,36.5628,71,9,9.3348,16,2,28500,2008,13.7,18,76.2,16.4,6,False,0,0,0,False,Wilmington,MAPC
388,R03002,2KU,True,0.5515,RR    MBTA/BMRR,ST129 LOWELL ST,NBI,MHD,42,32,10.5684,71,7,52.3236,14,2,23800,2009,13.4,50,36.6,16.2,5,False,0,0,0,False,Reading,MAPC
389,W38029,2KV,True,0.7096,I  93,ST129 LOWELL ST,NBI,MHD,42,32,14.8524,71,8,7.7352,14,2,26400,2008,13.4,23,79.2,16.4,5,False,18,23,38,False,Wilmington,MAPC
390,W38005,2KW,True,0.7284,RR    MBTA/BMRR,RT129 RICHMOND RD,NBI,MHD,42,33,24.6744,71,11,9.6144,16,2,22200,2008,13.4,15,27.7,17.3,7,False,0,0,0,False,Wilmington,MAPC
391,W38038,2KX,True,0.669999961,WATER MIDDLESEX CANAL,ST129 RICHMOND RD,NBI,MHD,42,33,23.4108,71,11,12.0912,16,2,18600,2007,13.4,10,9.3,0,N,False,0,0,0,False,Wilmington,MAPC
392,B16177,2KY,True,1,WATER CHARLES RIVER,ST109 SPRING ST,NBI,MHD,42,16,14.1204,71,10,25.4136,14,3,45000,2008,12,0,38.1,17.5,N,True,0,0,0,False,Boston,MAPC
393,N18008,2L0,True,0.6205,WATER IPSWICH RIVER,ST 28 MAIN ST,NBI,MHD,42,33,52.0596,71,6,29.1384,14,4,36700,2007,15.2,15,18.6,20.1,5,False,0,0,0,False,North Reading,MAPC
394,N18010,2L1,True,0.5922,WATER MARTINS BROOK,ST 28 MAIN ST,NBI,MHD,42,34,29.1396,71,6,39.3444,14,4,29600,2009,15.2,0,6.4,20.1,N,False,0,0,0,False,North Reading,MAPC
395,S27006,2L2,True,0.7521,I  93,ST 28 FELLSWAY W,NBI,MHD,42,27,32.6772,71,6,9.0036,16,2,13700,2006,12.2,34,124.1,15.8,5,True,0,0,0,False,Stoneham,MAPC
396,B16276,2L3,True,0.8701,WATER FORT POINT CHANNEL,HWY   W FOURTH ST,NBI,MHD,42,20,33.1116,71,3,41.0616,14,4,21100,2007,13.4,0,12.5,19.5,N,False,0,0,0,False,Boston,MAPC
397,W10003,2L8,True,0.6497,WATER CHARLES RIVER,ST 16 GALEN ST,NBI,MHD,42,21,52.596,71,11,9.3048,14,4,49000,2009,18.3,0,27.4,24.7,N,False,0,0,0,False,Watertown,MAPC
398,N12007,2L9,True,0.6605,WATER CHARLES RIVER,ST 16 WASHNGTON ST,NBI,MHD,42,19,30.252,71,15,32.4144,14,4,45400,2007,14.6,0,43,19.5,N,False,0,0,0,False,Newton,MAPC
399,N12055,2LA,True,0.5633,I  95 /ST128,ST 16 WASHNGTON ST,NBI,MHD,42,19,41.2428,71,15,8.9316,14,4,62000,2007,11,8,72.8,27.1,8,False,0,0,0,False,Newton,MAPC
400,W43028,2LB,True,0.7377,I  95 /ST128,HWY   WASHNGTON ST,NBI,MHD,42,30,10.1016,71,7,36.9048,16,2,75500,2007,12.2,2,48.8,16.2,7,False,0,0,0,False,Woburn,MAPC
401,L10012,2LC,True,0.5037,I  95 /ST128,HWY   MASS AVE,NBI,MHD,42,26,48.354,71,15,22.3056,16,2,5300,2008,9.8,27,75.3,12.6,6,False,0,0,0,False,Lexington,MAPC
402,W04024,2LE,True,0.962,I  95 /ST128,HWY   TRAPELO RD,NBI,MHD,42,24,54.6696,71,15,28.1844,16,2,27200,2008,14.6,11,65.5,19.8,5,False,0,0,0,False,Waltham,MAPC
403,W29017,2LF,True,0.9671,I  95 /ST128,HWY   RIVER RD,NBI,MHD,42,21,5.8824,71,15,54.4572,16,2,18300,2009,12.2,38,79.9,15.3,5,False,0,0,0,False,Weston,MAPC
404,N12053,2LG,True,0.42,ST  9 BOYLSTON ST,HWY   PARKER ST,NBI,MHD,42,19,7.6908,71,11,41.73,16,2,12200,2009,12.2,6,21,18.3,5,False,0,0,0,False,Newton,MAPC
405,N12058,2LH,True,0.8551,WATER CHARLES RIVER,ST128 SERVICE RD,NBI,MHD,42,20,15.1944,71,15,28.1484,11,3,42000,2006,20.7,0,62.8,30.7,4,True,0,0,0,True,Newton,MAPC
406,P03051,2LJ,True,1,I  95 /ST128,HWY   FARM AVENUE,NBI,MHD,42,31,22.6344,70,58,54.3576,19,2,3200,2008,13.7,0,87.8,17.4,7,False,0,0,0,False,Peabody,MAPC
407,A10020,2LK,True,0.7604,ST  2,HWY   PARK AVE,NBI,MHD,42,24,38.8296,71,10,55.686,16,2,18500,2008,18.9,12,53.9,23.4,5,False,0,0,0,False,Arlington,MAPC
408,L10015,2LW,True,0.6903,I  95 /ST128,HWY   GROVE ST,NBI,MHD,42,28,23.61,71,14,19.1112,16,2,9000,2007,9.8,32,74.7,13.7,6,False,0,0,0,True,Lexington,MAPC
409,L10017,2LX,True,0.736,ST  2,HWY   SPRING ST,NBI,MHD,42,25,26.2524,71,15,5.0508,16,2,13400,2007,12.2,16,68,15,7,False,0,0,0,False,Lexington,MAPC
410,S27008,2M5,True,0.4431,I  93,HWY   MARBLE ST,NBI,MHD,42,28,23.9268,71,6,37.728,16,2,12800,2006,16.5,23,56.1,16.8,5,False,0,0,0,False,Stoneham,MAPC
411,W04025,2M7,True,0.736399199,I  95 /ST128,HWY   WINTER ST,NBI,MHD,42,23,48.984,71,15,43.0128,16,4,53500,2008,14.6,8,68.6,18.5,5,False,0,0,0,False,Waltham,MAPC
412,W29014,2M8,True,0.9683,ST128 SERVICE RD,HWY   RECREATN RD,NBI,MHD,42,20,19.1292,71,15,32.9688,19,2,1400,2007,12.2,18,50.6,15.8,6,False,0,0,0,False,Weston,MAPC
413,W29032,2MA,True,0.6822,OTHER MDC AQUEDUCT,I  90 EB OFF RAMP,NBI,MHD,42,20,42,71,15,48,11,2,30400,2009,8.8,34,8.5,41.5,5,True,0,0,0,False,Weston,MAPC
414,W38030,2MB,True,0.8963,I  93,HWY   WEST ST,NBI,MHD,42,31,59.682,71,8,9.1932,16,2,9200,2008,12.2,35,90.2,15.1,8,False,0,0,0,False,Wilmington,MAPC
415,W38032,2MC,True,0.7648,I  93,HWY   WOBURN ST,NBI,MHD,42,34,9.88,71,8,47.7472,19,2,5200,2007,12.2,9,52.4,15.2,6,False,0,0,0,False,Wilmington,MAPC
416,W43025,2MD,True,0.7157,I  95 /ST128,HWY   MISHAWUM RD,NBI,MHD,42,30,4.1148,71,8,33.8856,17,2,24300,2007,9.8,27,69.5,12.4,5,False,0,0,0,False,Woburn,MAPC
417,W43035,2ME,True,0.7068,I  93,HWY   SALEM ST,NBI,MHD,42,29,27.312,71,7,5.8152,16,2,18500,2007,12.2,45,71.6,15.1,6,False,0,0,0,False,Woburn,MAPC
418,W01021,2MF,True,0.7533,I  95 /ST128,HWY   HOPKINS ST,NBI,MHD,42,30,17.3844,71,5,55.4388,16,2,2000,2007,10.4,14,51.5,13,5,False,0,0,0,False,Wakefield,MAPC
419,N12056,2MG,True,1,I  95 /ST128,HWY   GROVE ST,NBI,MHD,42,19,57.3672,71,15,21.564,16,2,18600,2007,14,4,71,17.7,7,False,0,0,0,False,Newton,MAPC
420,W13015,2MH,True,0.1639,ST  9 WORCESTER ST,HWY   CEDAR ST,NBI,MHD,42,18,55.7856,71,14,49.5888,16,2,18300,2008,12.2,7,24.4,16.5,4,False,0,0,0,True,Wellesley,MAPC
421,W13017,2MJ,True,0.8111,RR    CSX/MBTA,HWY   CLIFF RD,NBI,MHD,42,18,40.6188,71,16,37.866,17,2,13800,2008,11,42,32.9,16,6,False,0,0,0,False,Wellesley,MAPC
422,M25028,2MK,True,0.5406,I  93 /US1,HWY   PONKAPOAG TR,NBI,MHD,42,12,10.3392,71,5,47.238,16,2,7200,2007,12.2,43,93,15.5,5,False,0,0,0,False,Milton,MAPC
423,A10001,2ML,True,0.8458,COMB  MINUTMN BP & BROOK,HWY   PARK AVE,634,MHD,42,25,31.116,71,10,57.5328,16,2,8000,2007,9.1,30,12.1,13,7,False,0,0,0,False,Arlington,MAPC
424,A10004,2MM,True,0.8153,OTHER MINUTMN BP & BROOK,HWY   LOWELL ST,634,MHD,42,25,31.4904,71,10,51.528,17,2,3400,2007,9.2,52,17,11.7,8,False,0,0,0,False,Arlington,MAPC
425,B07006,2MN,True,0.6467,RR    MBTA/BMRR,HWY   LEXINGTON ST,634,MHD,42,23,14.766,71,11,30.3072,17,4,14500,2008,17.1,10,17.4,23.5,6,False,0,0,0,False,Belmont,MAPC
426,B07004,2MP,True,0.648,RR    MBTA/BMRR,HWY   TRAPELO RD,634,MHD,42,23,15.5652,71,11,27.1824,14,4,25200,2008,17.1,50,21,23.2,5,False,0,0,0,False,Belmont,MAPC
427,C19014,2N0,True,0.5572,RR    MBTA/BMRR,HWY   OLD STOW RD,634,MHD,42,27,18.7848,71,24,35.3808,19,2,400,2008,7,10,28.7,7.7,5,False,0,0,0,False,Concord,MAPC
428,L10001,2N1,True,0.9274,OTHER MINUTEMAN BIKE PTH,ST  2 A/MAPLE ST,634,MHD,42,26,7.7712,71,12,33.21,16,2,16000,2007,8.5,2,16.5,11.1,7,False,0,0,0,False,Lexington,MAPC
429,L12002,2N2,True,0.6596,RR    MBTA/BMRR,ST126 CONCORD RD,634,MHD,42,25,40.368,71,20,12.768,14,2,5500,2008,9.1,51,54.6,12.1,5,False,0,0,0,False,Lincoln,MAPC
430,W04015,2NH,True,0.7677,RR    MBTA/BMRR,US 20 MAIN ST,634,MHD,42,22,38.9424,71,13,28.8912,14,4,25300,2008,9.8,32,71.3,25.9,5,True,0,0,0,False,Waltham,MAPC
431,W04010,2NJ,True,0.6737,RR    MBTA/BMRR,HWY   NEWTON ST,634,MHD,42,22,31.9836,71,13,45.0804,16,2,17500,2008,9.8,28,9.1,13.6,7,False,17,23,34,False,Waltham,MAPC
432,W04011,2NK,True,0.7233,RR    MBTA/BMRR,HWY   JACKSON ST,634,MHD,42,22,30.2412,71,13,53.5152,19,2,1100,2008,6.4,16,11.3,10.5,6,False,12,16,24,False,Waltham,MAPC
433,W10009,2NL,True,0.964,RR    BMRR,HWY   GROVE ST,634,MHD,42,22,13.2744,71,9,15.8328,19,2,9600,2009,11,5,10.2,15.1,8,False,0,0,0,False,Watertown,MAPC
434,W29001,2NM,True,0.6802,RR    MBTA/BMRR,HWY   MERRIAM ST,634,MHD,42,23,44.0664,71,18,9.4428,17,2,3200,2008,7.9,0,22.3,9.8,5,False,6,6,6,False,Weston,MAPC
435,W29003,2NN,True,0.6245,RR    BMRR (ABANDONED),HWY   CHURCH ST,634,MHD,42,22,18.984,71,17,39.84,17,2,7100,2009,8.5,29,22.9,13.1,N,False,0,0,0,False,Weston,MAPC
436,W29004,2NP,True,0.538,RR    BMRR  (ABAND0NED),HWY   CONCORD RD,634,MHD,42,22,17.2128,71,18,32.6592,17,2,9700,2009,7.9,3,11.3,10.4,N,False,0,0,0,False,Weston,MAPC
437,W38002,2NQ,True,0.6037,RR    MBTA/BMRR,ST 38 MAIN ST,634,MHD,42,32,3.7032,71,9,35.244,14,2,19100,2008,10.7,0,29.6,13.7,5,False,16,18,25,True,Wilmington,MAPC
438,W38008,2NR,True,0.9815,RR    MBTA/BMRR,HWY   NICHOLS ST,634,MHD,42,34,0.4008,71,12,25.1856,17,2,7100,2007,9.8,54,18.6,13.7,8,False,0,0,0,False,Wilmington,MAPC
439,W38007,2NT,True,0.7166,RR    MBTA/BMRR,HWY   LAKE ST,634,MHD,42,33,51.282,71,12,0.972,17,2,6200,2008,8.5,43,18.9,11.2,7,False,0,0,0,False,Wilmington,MAPC
440,W38004,2NU,True,0.9996,RR    MBTA/BMRR,ST 62 BURLNGTN AVE,634,MHD,42,32,45.528,71,10,28.6716,16,4,16900,2009,15.2,12,40.4,19.7,7,False,0,0,0,False,Wilmington,MAPC
441,W38003,2NV,True,0.4172,RR    MBTA/BMRR,HWY   BUTTERS ROW,634,MHD,42,32,19.356,71,9,54.8676,17,1,5200,2008,6.1,10,14.9,4.7,5,False,5,5,5,True,Wilmington,MAPC
442,W38001,2NW,True,1,RR    MBTA/BMRR,HWY   EAMES ST,634,MHD,42,31,44.0832,71,9,22.7808,16,2,10900,2009,11,10,16.5,13.6,8,False,0,0,0,False,Wilmington,MAPC
443,W43003,2NX,True,0.5613,RR    MBTA/BMRR,HWY   SALEM ST,634,MHD,42,29,19.2048,71,8,0.2688,17,2,29600,2008,11.9,13,45.4,15.7,5,False,16,18,24,False,Woburn,MAPC
444,W43004,2NY,True,0.718,RR    MBTA/BMRR,HWY   MISHAWUM RD,634,MHD,42,30,12.5064,71,8,15.3888,17,2,28600,2008,14.6,45,20.1,19.1,7,False,0,0,0,False,Woburn,MAPC
445,W43002,2P0,True,0.9791,RR    MBTA/BMRR,HWY   MONTVALE AVE,634,MHD,42,28,48.5904,71,7,37.9992,14,2,34100,2008,12.2,26,19.5,16.7,7,True,0,0,0,False,Woburn,MAPC
446,W01004,2P2,True,0.9667,RR    MBTA/BMRR,HWY   COOPER ST,634,MHD,42,28,39.6624,71,3,57.636,19,2,1800,2007,6.9,0,21.6,9.4,7,False,0,0,0,False,Wakefield,MAPC
447,W13006,2P3,True,0.9258,RR    CSX/MBTA,ST  9 WORCESTER ST,634,MHD,42,18,43.9092,71,16,36.318,14,4,54000,2008,17.4,44,28.3,23.8,8,True,0,0,0,False,Wellesley,MAPC
448,W13008,2P4,True,0.9546,RR    CSX/MBTA,HWY   KINGSBURY ST,634,MHD,42,18,8.7264,71,17,15.4104,16,2,16200,2007,7.3,18,23.2,14.8,8,False,0,0,0,False,Wellesley,MAPC
449,W13010,2P5,True,0.9782,RR    CSX/MBTA,HWY   WESTON RD,634,MHD,42,17,46.8168,71,17,59.568,16,2,20700,2007,10.4,11,22.3,13.3,8,False,0,0,0,False,Wellesley,MAPC
450,W13009,2P6,True,0.987399296,RR    CSX/MBTA,HWY   CREST RD,634,MHD,42,17,49.686,71,17,44.25,17,2,12900,2008,8.5,10,21,12.1,8,False,0,0,0,False,Wellesley,MAPC
451,W13007,2P7,True,0.3187,RR    CSX/MBTA,HWY   ROCKLAND ST,634,MHD,42,18,30.0168,71,16,46.3836,17,2,9300,2007,6.4,15,21.6,6.9,5,False,3,3,3,True,Wellesley,MAPC
452,W13005,2P8,True,0.9987,RR    CSX/MBTA,HWY   WOODLAWN AVE,634,MHD,42,19,6.0492,71,16,27.696,19,2,1600,2007,7.3,35,28.1,11.1,8,False,0,0,0,False,Wellesley,MAPC
453,W13004,2P9,True,1,RR    CSX/MBTA,HWY   GLEN RD,634,MHD,42,19,24.8628,71,16,21.1224,17,2,5900,2007,8.5,0,18.9,11.1,7,False,0,0,0,False,Wellesley,MAPC
454,P03006,2QC,True,0.3578,RR    MBTA/BMRR,HWY   WARREN ST,634,MHD,42,31,47.7732,70,55,50.6748,17,2,1900,2008,10.7,30,12.2,11.6,6,False,17,23,36,False,Peabody,MAPC
455,P03009,2QD,True,0.2788,RR    MBTA/BMRR,HWY   ENDICOTT ST,634,MHD,42,31,59.196,70,55,50.7576,17,2,7200,2008,10.4,30,9.1,12.2,6,False,16,21,32,False,Peabody,MAPC
