bridgeId,healthIndex,overFeature,underFeature,year,structDef,deckArea,nhs,town
4PV,-1,I  90 WB,ST 27 N MAIN ST,2007,FALSE,215.04,TRUE,Natick
4PR,0.777777778,I  90 EB,HWY  MARY DAY CAMP RD,2007,FALSE,397.46,TRUE,Natick
4PT,0.777777778,I  90 WB,HWY  MARY DAY CAMP RD,2007,FALSE,397.46,TRUE,Natick
33P,0.8187,HWY  CENTRAL AVE,WATER CHARLES RIVER,2007,FALSE,3786.48,FALSE,Needham
362,0.6865,HWY  HIGHLAND AVE,WATER CHARLES RIVER,2007,FALSE,383.6,FALSE,Needham
33Q,0.9877,HWY  KENDRICK ST,WATER CHARLES RIVER,2007,FALSE,109.2,FALSE,Needham
376,0.6644,HWY  GREENDALE AV,RR  MBTA,2007,FALSE,128.48,FALSE,Needham
377,0.6667,HWY  GRT PLN AVE,RR  MBTA,2007,FALSE,119.78,FALSE,Needham
379,1,HWY  HUNNEWELL ST,RR  BCRR/MBTA,2007,FALSE,77.77,FALSE,Needham
364,0.9258,HWY  HIGHLAND AVE,I  95 SB/ST128 SB,2007,TRUE,124.62,FALSE,Needham
35W,0.5308,I  95 NB/ST128 NB,HWY  CENTRAL AVE,2007,FALSE,79.18,TRUE,Needham
35X,0.5205,I  95 SB/ST128 SB,HWY  CENTRAL AVE,2007,FALSE,5437.89,TRUE,Needham
378,1,HWY  HIGH ROCK ST,RR  BCRR,2007,FALSE,259.7,FALSE,Needham
363,0.823,HWY  HIGHLAND AVE,I  95 NB/ST128 NB,2007,FALSE,520.8,FALSE,Needham
36N,0.5964,HWY  KENDRICK ST,I  95 /ST128,2007,FALSE,376.6,FALSE,Needham
365,0.9654,HWY  GRT PLN AVE,I  95 /ST128,2007,FALSE,317.79,FALSE,Needham
2EB,0.3416,ST  9 BOYLSTON ST,WATER CHARLES RIVER,2007,FALSE,570.88,TRUE,Newton
2EH,0.6647,ST  9 BOYLSTON ST,WATER HEMLOCK GORGE,2007,FALSE,441.04,TRUE,Newton
2CP,0.843599805,HWY  WALES ST,WATER CHARLES RIVER,2007,FALSE,106.58,FALSE,Newton
2L9,0.6605,ST 16 WASHNGTON ST,WATER CHARLES RIVER,2007,FALSE,134.4,FALSE,Newton
2CM,0.7391,HWY  CONCORD ST,WATER CHARLES RIVER,2007,FALSE,342.4,FALSE,Newton
2K1,0.7566,ST 30 SOUTH AVE,WATER CHARLES  RIVER,2007,FALSE,115.44,FALSE,Newton
2CN,0.9953,HWY  BRIDGE ST,WATER CHARLES RIVER,2007,FALSE,198.77,FALSE,Newton
2DD,1,HWY  DEXTER RD,WATER LAUNDRY BROOK,2007,FALSE,109.08,FALSE,Newton
4RA,-1,HWY  ST JAMES ST,COMB  I 90 & CSX/MBTA,2007,FALSE,73.47,TRUE,Newton
4R8,-1,HWY  WASHNGTON ST,COMB  I 90 & CSX/MBTA,2007,FALSE,538.56,TRUE,Newton
4QX,-1,ST 16 EB/PUTNAM ST,COMB  I 90 & CSX/MBTA,2007,FALSE,665.16,TRUE,Newton
4R6,0.740740741,HWY  CENTRE AVE,COMB  I 90 & CSX/MBTA,2007,FALSE,665.16,TRUE,Newton
4R5,-1,HWY  CHURCH ST,COMB  I 90 & CSX/MBTA,2007,TRUE,1525.64,TRUE,Newton
4R4,0.740740741,HWY  LEWIS TER,COMB  I 90 & CSX/MBTA,2007,FALSE,234.24,TRUE,Newton
4R3,-1,HWY  HARVARD ST,COMB  I 90 & CSX/MBTA,2007,FALSE,2143.2,TRUE,Newton
4R2,-1,HWY  WALNUT ST,COMB  I 90 & CSX/MBTA,2007,FALSE,298.62,TRUE,Newton
4R1,-1,HWY  LOWELL AVE,COMB  I 90 & CSX/MBTA,2007,FALSE,1612.8,TRUE,Newton
4R0,0.740740741,HWY  CHESTNUT ST,COMB  I 90 & CSX/MBTA,2007,FALSE,1105.36,TRUE,Newton
4QY,0.740740741,HWY  HIGHLAND ST,COMB  I 90 & CSX/MBTA,2007,FALSE,93.84,TRUE,Newton
4QW,-1,ST 16 WB/WSHGTN ST,COMB  I 90 & CSX/MBTA,2007,FALSE,97.76,TRUE,Newton
4QR,0.740740741,ST 30 COMM AVE,COMB  I 90 & CSX/MBTA,2007,FALSE,691.74,TRUE,Newton
4QT,-1,ST 30 WB SERVCE RD,COMB  I 90 & CSX/MBTA,2007,FALSE,1159.35,TRUE,Newton
4QQ,0.740740741,HWY  AUBURN ST,COMB  I 90 & CSX/MBTA,2007,FALSE,1159.35,TRUE,Newton
4QP,0.777777778,HWY  WOODLAND RD,COMB  I 90 & CSX/MBTA,2007,FALSE,871.52,TRUE,Newton
4TU,0.814814815,HWY  HAMMOND ST,TR  GREEN LINE D,2007,FALSE,314.34,FALSE,Newton
4TV,-1,HWY  LANGLEY RD,TR  GREEN LINE D,2007,FALSE,314.34,FALSE,Newton
4TW,0.851851852,HWY  HERRICK RD,TR  GREEN LINE D,2007,FALSE,772.87,FALSE,Newton
4TX,0.851851852,HWY  CYPRESS ST,TR  GREEN LINE D,2007,FALSE,733.05,FALSE,Newton
4TY,-1,HWY  CENTRE ST,TR  GREEN LINE D,2007,FALSE,1394.46,FALSE,Newton
4U0,0.814814815,HWY  ROGERS ST,TR  GREEN LINE D,2007,FALSE,842.14,FALSE,Newton
4U1,-1,HWY  HYDE ST,TR  GREEN LINE D,2007,TRUE,344.65,FALSE,Newton
4U2,-1,HWY  WALNUT ST,TR  GREEN LINE D,2007,FALSE,670.8,FALSE,Newton
2EE,0.6525,ST  9 BOYLSTON ST,TR  GREEN LINE D,2007,FALSE,670.8,TRUE,Newton
4U3,0.851851852,HWY  BEACON ST,TR  GREEN LINE D,2007,FALSE,163.85,FALSE,Newton
4U4,0.777777778,ST 16 WASHNGTON ST,TR  GREEN LINE D,2007,FALSE,273.42,FALSE,Newton
2EG,0.8703,ST  9 BOYLSTON ST,HWY  QUINOBEQUIN RD,2007,FALSE,284.05,TRUE,Newton
2EF,0.5377,ST  9 BOYLSTON ST,HWY  CHESTNUT ST,2007,FALSE,353.43,TRUE,Newton
2ED,0.7455,ST  9 BOYLSTON ST,HWY  CENTRE ST,2007,FALSE,182.91,TRUE,Newton
2EC,0.3331,ST  9 BOYLSTON ST,HWY  HAMMOND POND PKWY,2007,FALSE,230.1,TRUE,Newton
2LG,0.42,HWY  PARKER ST,ST  9 BOYLSTON ST,2007,FALSE,167.58,FALSE,Newton
2FN,0.8065,I  95 /ST128,WATER CHARLES RIVER,2007,FALSE,442.89,TRUE,Newton
2LA,0.5633,ST 16 WASHNGTON ST,I  95 /ST128,2007,FALSE,432.63,FALSE,Newton
2MG,1,HWY  GROVE ST,I  95 /ST128,2007,FALSE,697.68,FALSE,Newton
2LH,0.8551,ST128 SERVICE RD,WATER CHARLES RIVER,2007,TRUE,735.3,TRUE,Newton
2FM,0.5567,I  95 ST128,HWY  QUINOBEQUIN RD,2007,FALSE,182.4,TRUE,Newton
4D6,0.683,HWY  HAMMOND PD,TR  GREEN LINE D,2007,FALSE,338.99,FALSE,Newton
2FP,0.7155,I  95 /ST128,WATER CHARLES RIVER,2007,FALSE,245.28,TRUE,Newton
4QJ,-1,I  90 RAMPS,COMB  I 95 & CHARLES RIV,2007,FALSE,308.14,TRUE,Newton
4QL,-1,I  90 RAMPS A & B,WATER CHARLES RIVER,2007,FALSE,82.16,TRUE,Newton
4QK,-1,I  90,COMB  I 95 & CHARLES RIV,2007,FALSE,207,TRUE,Newton
4QN,-1,I  90,RR  CSX/MBTA,2007,TRUE,934.4,TRUE,Newton
4QU,0.740740741,I  90 WB RAMP OFF,RR  CSX/MBTA,2007,FALSE,71.54,TRUE,Newton
4R7,-1,I  90 WB RAMP ON,RR  CSX/MBTA,2007,FALSE,278.88,TRUE,Newton
4R9,0.740740741,I  90 WB RAMP OFF,RR  CSX/MBTA,2007,FALSE,118.65,TRUE,Newton
4RB,-1,I  90,RR  CSX/MBTA,2007,TRUE,183.15,TRUE,Newton
4QM,0.777777778,I  90,HWY  CHARLES ST,2007,FALSE,1824.51,TRUE,Newton
4QV,0.740740741,I  90 WB RAMP OFF,HWY  ACCESS RD,2007,FALSE,1824.51,TRUE,Newton
40J,0.9373,HWY  PARK ST,RR  MBTA/CSX,2007,FALSE,2181.52,FALSE,Norfolk
40K,0.9858,HWY  MAIN ST,RR  MBTA/CSX,2007,FALSE,1797.4,FALSE,Norfolk
3LK,0.9749,HWY  MAIN ST,WATER STOP RIVER,2007,FALSE,948.78,FALSE,Norfolk
2D4,1,HWY  CHESTNUT ST,WATER IPSWICH RIVER,2007,FALSE,1917,FALSE,North Reading
AUJ,1,ST 62 PARK ST,WATER IPSWICH RIVER,2007,FALSE,1023.39,FALSE,North Reading
2KP,0.6371,ST 62 WASHNGTON ST,WATER IPSWICH RIVER,2007,FALSE,246.03,FALSE,North Reading
2L0,0.6063,ST 28 MAIN ST,WATER IPSWICH RIVER,2007,FALSE,1020,FALSE,North Reading
2L1,0.5922,ST 28 MAIN ST,WATER MARTINS BROOK,2007,FALSE,939.46,FALSE,North Reading
2C6,0.9753,HWY  HAVERHILL ST,WATER IPSWICH RIVER,2007,FALSE,939.46,FALSE,North Reading
48V,0.8858,ST  3 SB,HWY  HIGH ST,2007,FALSE,1015,TRUE,Norwell
48W,0.885,ST  3 NB,HWY  HIGH ST,2007,TRUE,1015,TRUE,Norwell
48U,0.8918,ST  3 NB,WATER NORTH RIVER,2007,FALSE,1052.98,TRUE,Norwell
48X,0.9033,ST  3 SB,WATER NORTH RIVER,2007,FALSE,660.66,TRUE,Norwell
4A6,0.9729,HWY  RIVER ST,ST  3,2007,FALSE,723.2,FALSE,Norwell
4B0,0.9584,HWY  SOUTH ST,ST  3,2007,FALSE,67.15,FALSE,Norwell
3JQ,0.993,HWY  PLEASANT ST,WATER NEPONSET RIVER,2007,FALSE,487.2,FALSE,Norwood
3JR,0.7617,HWY  MORSE ST,WATER NEPONSET RIVER,2007,FALSE,69.3,FALSE,Norwood
3PP,0.9907,US  1 PROVDNCE HWY,WATER PURGATORY BROOK,2007,FALSE,409.64,TRUE,Norwood
3JP,0.984,HWY  WASHNGTON ST,WATER HAWES BROOK,2007,FALSE,1268.0442,FALSE,Norwood
3VV,1,HWY  PNDRGST C SO,US  1 PROVDNCE HWY,2007,FALSE,450.36,TRUE,Norwood
3VW,1,HWY  PNDRGST C NO,US  1 PROVDNCE HWY,2007,FALSE,1431,TRUE,Norwood
3PN,0.8138,US  1 PROVDNCE HWY,WATER NEPONSET RIVER,2007,FALSE,1652.4,TRUE,Norwood
3R1,0.8428,I  95 NB,HWY  UNION ST,2007,FALSE,931.47,TRUE,Norwood
3R2,0.8641,I  95 SB,HWY  UNION ST,2007,FALSE,931.47,TRUE,Norwood
3VT,0.9301,HWY  NEPONSET ST,I  95 NB,2007,FALSE,1004.67,FALSE,Norwood
3VU,0.9504,HWY  NEPONSET ST,I  95 SB,2007,FALSE,955.26,FALSE,Norwood
3R3,0.798,I  95 NB,WATER NEPONSET RIVER,2007,FALSE,1104.24,TRUE,Norwood
3R4,0.7974,I  95 SB,WATER NEPONSET RIVER,2007,FALSE,311.7925594,TRUE,Norwood
40M,0.7958,HWY  CANTON ST,RR  CSX SPUR,2007,FALSE,1473.68,FALSE,Norwood
2TF,1,US  1 NB/NEWBURY,HWY  LOWELL ST,2007,FALSE,290.55,FALSE,Peabody
2TG,1,US  1 SB/NEWBURY,HWY  LOWELL ST,2007,FALSE,290.55,FALSE,Peabody
2QC,0.3578,HWY  WARREN ST,RR  MBTA/BMRR,2007,FALSE,1093.3,FALSE,Peabody
AX6,1,HWY  JOHNSON ST,RR  MBTA,2007,FALSE,1597.68,FALSE,Peabody
AX5,0.9999,HWY  JHNSN ST EXT,RR  MBTA,2007,FALSE,318.78,FALSE,Peabody
2QD,0.2788,HWY  ENDICOTT ST,RR  MBTA/BMRR,2007,FALSE,313.95,FALSE,Peabody
AF9,0.8286,ST114 ANDOVER ST,RR  MBTA/BMRR,2007,FALSE,318.78,TRUE,Peabody
2RJ,0.5904,HWY  HOWLEY ST,WATER NORTH RIVER,2007,TRUE,8490.63,FALSE,Peabody
2UE,1,ST128,HWY  LOWELL ST,2007,FALSE,1171.2,TRUE,Peabody
2UM,0.8698,ST114 ANDOVER ST,ST128,2007,FALSE,168.3,TRUE,Peabody
2UF,1,ST128,HWY  ACCESS RD,2007,FALSE,2413.76,TRUE,Peabody
2VN,0.8769,US  1 CONN RPS A&B,I  95 /ST128,2007,FALSE,362.85,TRUE,Peabody
2VP,0.9928,I  95 RAMP G,I  95 RAMP F,2007,FALSE,362.85,TRUE,Peabody
2VQ,0.9935,I  95 RAMP D,I  95 RAMP C,2007,FALSE,3390.55,TRUE,Peabody
2VR,0.9741,I  95 RAMPS A&B,US  1 NEWBURY ST,2007,FALSE,375.15,TRUE,Peabody
2TE,1,HWY  DEARBON RD,HWY  RAMP C TO US 1 N,2007,FALSE,375.15,FALSE,Peabody
2VW,0.7422,I  95 NB,RR  MBTA,2007,FALSE,456.5,TRUE,Peabody
2VX,0.7402,I  95 SB,RR  MBTA,2007,FALSE,826.88,TRUE,Peabody
31T,0.7511,HWY  FOREST ST,I  95,2007,FALSE,1086.01,FALSE,Peabody
2VU,0.7299,I  95 NB,HWY  LOWELL ST,2007,FALSE,301.6,TRUE,Peabody
2VV,0.7493,I  95 SB,HWY  LOWELL ST,2007,FALSE,288.3,TRUE,Peabody
2VT,0.5855,I  95 SB CONNECTOR,US  1 NB/NEWBURY ST,2007,FALSE,756.36,TRUE,Peabody
31U,0.945,HWY  FOREST ST,ST128,2007,FALSE,489.6,FALSE,Peabody
2VY,0.9591,I  95,I  95 RAMP FROM US 1 NB,2007,FALSE,376.32,TRUE,Peabody
2W0,0.6742,I  95 RAMP G,I  95 RAMP E,2007,FALSE,699.66,TRUE,Peabody
2W1,0.739,I  95 RAMP G,ST128,2007,FALSE,129.32,TRUE,Peabody
2W2,0.7363,I  95 RAMP G,I  95 RAMP J,2007,FALSE,355.1,TRUE,Peabody
2UG,0.6641,I  95 /ST128,I  95 RAMP J,2007,FALSE,355.1,TRUE,Peabody
2LJ,1,HWY  FARM RD,I  95 /ST128,2007,FALSE,290.55,FALSE,Peabody
48Y,0.9594,ST  3 NB/PLGRM HWY,ST139 CHURCH ST,2007,FALSE,220.08,TRUE,Pembroke
490,0.9357,ST  3 SB/PLGRM HWY,ST139 CHURCH ST,2007,FALSE,142.8,TRUE,Pembroke
4DA,-1,HWY  QNCY SHOR DR,WATER BLACK CREEK,2007,FALSE,141.11,FALSE,Quincy
4UB,-1,HWY  W SQUANTM ST,TR  RED LINE SSH,2007,FALSE,48.90350499,FALSE,Quincy
B2R,0.7992,HWY  W SQUANTM ST,HWY  NEWPORT AVE/OTHER,2007,TRUE,721.62,FALSE,Quincy
B32,0.8763,HWY  W SQUA ON RP,OTHER PARKING,2007,TRUE,654.93,FALSE,Quincy
B33,0.7767,HWY  W SQU OFF RP,OTHER RELIEF,2007,TRUE,1158.24,FALSE,Quincy
4UC,0.740740741,HWY  BEALE ST,TR  RED LINE SSH,2007,FALSE,1303.5,FALSE,Quincy
4UE,0.740740741,HWY  ADAMS ST,TR  RED LINE SSH,2007,FALSE,1303.5,FALSE,Quincy
4UF,0.740740741,HWY  DIMMOCK ST,TR  RED LINE SSH,2007,FALSE,363.28,FALSE,Quincy
4UG,0.777777778,HWY  GRANITE ST,TR  RED LINE SSH,2007,FALSE,363.28,FALSE,Quincy
4UD,0.740740741,HWY  SCHOOL ST,TR  RED LINE SSH,2007,FALSE,755.82,FALSE,Quincy
399,0.8707,HWY  HANCOCK ST,COMB  SGMRE ST&MBTA&REDS,2007,TRUE,755.82,TRUE,Quincy
3F5,1,ST  3 A/S ARTERY,WATER TOWN RIV BAY CANAL,2007,FALSE,535.08,TRUE,Quincy
4UH,0.777777778,HWY  WATER ST,COMB  BRGN PKY&MBTA&REDS,2007,FALSE,401.85,FALSE,Quincy
3FG,0.4688,HWY  STEDMAN ST,I  93 /US1/ST3,2007,FALSE,401.85,FALSE,Quincy
3FF,0.5408,HWY  ROBERTSON RD,I  93 /US1/ST3,2007,FALSE,1475.62,FALSE,Quincy
3FE,1,HWY  BATES AVE,I  93 /US1/ST3,2007,FALSE,1475.62,FALSE,Quincy
3BD,0.9579,I  93 /US1/ST3,HWY  WILLARD ST,2007,FALSE,398.88,TRUE,Quincy
3BC,0.7115,I  93 /US1/ST3,HWY  FURNACE BROOK PKWY,2007,FALSE,246.44,TRUE,Quincy
3FD,0.9653,HWY  FRN BRK PKWY,I  93 /US1/ST3,2007,FALSE,1716.78,FALSE,Quincy
3BA,0.9645,I  93 OFF RAMP NB,HWY  WEST ST,2007,FALSE,1372.02,TRUE,Quincy
3BB,0.9636,I  93 SB ONRAMP,HWY  WEST ST,2007,FALSE,319.8,TRUE,Quincy
3BE,0.7598,I  93 /US1/ST3,HWY  WEST ST,2007,FALSE,333.45,TRUE,Quincy
2J8,0.8439,I  93 SB/US1NB,ST 28 RANDOLPH RD,2007,FALSE,2746.25,TRUE,Quincy
2GT,0.9143,ST  3 RPS CC&C&X&Y,RR  CSX SPUR TO LEDGER,2007,FALSE,1434.92,TRUE,Quincy
2GU,0.7287,ST  3 RAMP Y @ T,OTHER RELIEF,2007,FALSE,126.42,TRUE,Quincy
2GV,0.7238,ST  3 RAMP X @ T,HWY  RAMPS C & CC,2007,FALSE,113.75,TRUE,Quincy
AN3,1,HWY  QNCY CTR CON,COMB  MBTA&REDS&PARKING,2007,FALSE,225.06,FALSE,Quincy
37A,0.748,ST 28 N MAIN ST,OTHER BIKE PATH,2007,FALSE,450,FALSE,Randolph
AAY,0.9146,ST 24 NB,HWY  CANTON ST,2007,FALSE,411.75,TRUE,Randolph
343,0.7092,ST 24 SB,HWY  CANTON ST,2007,FALSE,208.24,TRUE,Randolph
359,0.7344,I  93 NB/US1SB,ST 24 NB,2007,FALSE,285.48,TRUE,Randolph
344,0.543,ST 24 NB CURVE G,ST 24 SB CURVE S,2007,FALSE,223.65,TRUE,Randolph
35A,0.9087,I  93 NB/US1NB,ST 24 SB,2007,FALSE,302.4,TRUE,Randolph
358,0.9022,I  93 NB/US1NB,ST 28 N MAIN ST,2007,FALSE,263.14,TRUE,Randolph
36P,0.6972,HWY  MDC ACCSS RD,ST 24,2007,TRUE,193.83,FALSE,Randolph
AD9,0.9768,HWY  MINERAL ST,RR  MBTA/BMRR,2007,FALSE,487.52,FALSE,Reading
2KU,0.5515,ST129 LOWELL ST,RR  MBTA/BMRR,2007,FALSE,124.3,FALSE,Reading
2F0,0.7425,I  95 /ST128,ST 28 MAIN ST,2007,FALSE,712.88,TRUE,Reading
2HL,0.6609,I  93,HWY  WEST ST,2007,FALSE,309.54,TRUE,Reading
2HK,0.6681,I  93,I  95 /ST128,2007,FALSE,230.1,TRUE,Reading
4DB,0.5515,ST145 REV BCH PKWY,RR  MBTA/BMRR,2007,FALSE,93.96,TRUE,Revere
3AG,0.9495,US  1 CUTLER HWY,COMB  BMRR & LINDEN CRK,2007,FALSE,326.31,TRUE,Revere
4U8,0.851851852,HWY  BEACH ST,TR  BLUE LINE,2007,FALSE,347.73,FALSE,Revere
3FQ,0.9964,ST  1 A/VFW PKWY,RR  MBTA/BMRR,2007,FALSE,83.2,FALSE,Revere
39A,0.6087,ST107 SALEM TPK,WATER PINES RIVER,2007,TRUE,6431.35,TRUE,Revere
39G,0.7127,ST107 BROADWAY,WATER DIAMOND CREEK,2007,TRUE,664.9,TRUE,Revere
3EX,0.9776,HWY  REVERE ST,RR  MBTA/BMRR,2007,TRUE,309.12,FALSE,Revere
4DD,0.8438,ST 16 REV BCH PKWY,ST107 BROADWAY,2007,FALSE,374.4,TRUE,Revere
4DC,0.5639,ST145 REV BCH PKWY,COMB  BLUE LN & STATE RD,2007,TRUE,354.78,TRUE,Revere
39B,0.6348,ST  1 A/LEE BRBNK,ST145 REVERE BCH PKWY,2007,FALSE,408.09,TRUE,Revere
39C,0.7138,ST  1 A/LEE BRBNK,COMB  ST16 & MBTA/BMRR,2007,FALSE,371.7,TRUE,Revere
39D,1,ST  1 A/LEE BRBNK,OTHER OIL PIPE TUNNEL,2007,FALSE,309.23,TRUE,Revere
39E,0.500000146,ST  1 A/LEE BRBNK,OTHER OIL PIPE TUNNEL,2007,FALSE,350.52,TRUE,Revere
39F,0.6111,ST  1 A/LEE BRBNK,OTHER OIL PIPE TUNNEL,2007,FALSE,191.26,TRUE,Revere
3AH,0.8929,US  1 NE XWAY,ST 16 REVERE BCH PKWY,2007,FALSE,386.24,TRUE,Revere
3AJ,0.7671,US  1 NE XWAY,HWY  HYSIL AVE,2007,FALSE,361.66,TRUE,Revere
3ER,0.6245,HWY  PARK AVE,US  1 NE XWAY,2007,FALSE,1535.04,FALSE,Revere
3ET,0.6182,HWY  MOUNTAIN AVE,US  1 NE XWAY,2007,FALSE,3098.16,FALSE,Revere
3AK,0.7664,US  1 NE XWAY,HWY  MALDEN ST,2007,FALSE,2838.56,TRUE,Revere
3AM,0.7337,US  1 NE XWAY,ST 60 EB/SQUIRE RD,2007,FALSE,2113.04,TRUE,Revere
3AN,0.9294,US  1 NE XWAY,US  1 RAMP & ST60,2007,FALSE,2113.04,TRUE,Revere
3AP,0.7448,US  1 NE XWAY,HWY  SARGENT ST,2007,FALSE,1844.16,TRUE,Revere
39H,0.7553,ST  1 A/N SHORE RD,ST  1 A/RAMP A&B,2007,FALSE,1861.83,FALSE,Revere
3FP,0.9043,HWY  RAILROAD AVE,RR  MBTA/BMRR,2007,FALSE,744.56,FALSE,Revere
4U9,0.814814815,HWY  SHIRLEY AVE,TR  BLUE LINE,2007,FALSE,728.16,FALSE,Revere
ATA,0.6697,US  1 CUTLER HWY,WATER TOWN LINE BROOK,2007,FALSE,827.26,TRUE,Revere
49F,0.8114,ST  3 NB PLGRM HWY,ST228 HINGHAM ST,2007,TRUE,680.21,TRUE,Rockland
49G,0.807,ST  3 SB PLGRM HWY,ST228 HINGHAM ST,2007,TRUE,677.5,TRUE,Rockland
30P,1,ST127 GRANITE ST,RR  RGCO RR (ABAND),2007,FALSE,3403.38,FALSE,Rockport
2UN,0.190000075,ST114 NORTH ST,WATER NORTH RIVER,2007,TRUE,1441.77,TRUE,Salem
2QG,1,HWY  GROVE ST,WATER NORTH RIVER,2007,FALSE,1600.5,FALSE,Salem
2QE,0.9688,HWY  CONGRESS ST,WATER SOUTH RIVER,2007,FALSE,4291.03,FALSE,Salem
31M,0.9969,ST114 LAFAYETTE ST,WATER FOREST RIVER,2007,FALSE,555.28,FALSE,Salem
2QF,0.7933,HWY  JEFFRSON  AV,RR  MBTA/BMRR,2007,FALSE,246.44,FALSE,Salem
32Q,1,HWY  MARCH ST,RR  MBTA,2007,FALSE,81.03,FALSE,Salem
32V,0.6701,ST107 BRIDGE ST,RR  MBTA (MAIN LINE),2007,FALSE,172.92,TRUE,Salem
32R,0.6706,ST107 BRIDGE ST,RR  MBTA (STORAGE TUN),2007,FALSE,199.8,TRUE,Salem
32T,0.4853,ST114 NORTH ST,COMB  ST107/BRG ST&MBTA,2007,FALSE,102.08,TRUE,Salem
32U,0.7,ST114 /ST1A/WSHNGN,RR  MBTA (TUNNEL),2007,FALSE,269.28,FALSE,Salem
AV1,0.9893,HWY  FLINT ST,WATER NORTH RIVER CANAL,2007,FALSE,104.14,FALSE,Salem
2QH,0.7001,HWY  JEFFRSON  AV,HWY  PARALLEL ST,2007,FALSE,245.85,FALSE,Salem
2TL,0.6507,US  1 BROADWAY,WATER SAUGUS RIVER,2007,FALSE,53.29,TRUE,Saugus
39K,0.8251,ST107 SALEM TNPK,WATER E BR PINES RIVER,2007,TRUE,112.97,TRUE,Saugus
2QQ,1,HWY  CENTRAL ST,WATER SAUGUS RIVER,2007,FALSE,406.98,FALSE,Saugus
2QP,1,HWY  HAMILTON ST,WATER SAUGUS RIVER,2007,FALSE,406.98,FALSE,Saugus
31Y,0.9471,HWY  MAIN ST,US  1 BROADWAY,2007,FALSE,448.02,FALSE,Saugus
31C,0.7479,ST129 WALNUT ST,US  1 BROADWAY,2007,FALSE,463.41,FALSE,Saugus
320,0.9941,HWY  ESSEX ST,US  1 BROADWAY,2007,FALSE,582.9,FALSE,Saugus
31V,0.7663,HWY  LYNN FLLS RP,US  1 BROADWAY,2007,FALSE,572.46,FALSE,Saugus
3AQ,0.6596,US  1 SB/BROADWAY,ST 99 NB CONN,2007,FALSE,509.82,TRUE,Saugus
42C,0.6446,HWY  ED FOSTER RD,WATER TIDAL INLET,2007,FALSE,509.82,FALSE,Scituate
9PU,0,HWY  STOCKBDGE RD,RR  MBTA (ABANDONED),2007,FALSE,735.3,FALSE,Scituate
76Q,0.9622,HWY  FRONT ST,WATER SATUIT BROOK,2007,FALSE,735.3,FALSE,Scituate
40Q,0.7773,HWY  S MAIN ST,RR  AMTRAK/MBTA,2007,FALSE,183.92,FALSE,Sharon
40N,0.9998,HWY  MASKWONICUT,RR  AMTRAK/MBTA,2007,FALSE,159.82,FALSE,Sharon
ACY,1,ST 27 DEPOT ST,RR  AMTRAK/MBTA,2007,FALSE,214.37,TRUE,Sharon
3VQ,0.7977,ST 27 HIGH PLN ST,I  95 NB,2007,FALSE,345,TRUE,Sharon
3VP,0.990100111,ST 27 HIGH PLN ST,I  95 SB,2007,FALSE,73.008,TRUE,Sharon
3PT,0.556,US  1 NB/GL EDWRDS,I  95 SB,2007,FALSE,748.2,TRUE,Sharon
3PR,0.5688,US  1 NB/GL EDWRDS,I  95 NB,2007,FALSE,224.42,TRUE,Sharon
3PQ,0.5519,US  1 NB/GL EDWRDS,I  95,2007,FALSE,1723.8,TRUE,Sharon
3R8,0.7421,I  95 NB,HWY  OLD POST RD,2007,FALSE,758.62,TRUE,Sharon
3R9,0.7444,I  95 SB,HWY  OLD POST RD,2007,FALSE,497.97,TRUE,Sharon
3Y8,0.6558,HWY  S WALPOLE ST,I  95 NB,2007,FALSE,400.95,FALSE,Sharon
3R7,0.6823,I  95 SB,HWY  S WALPOLE ST,2007,FALSE,4799.4,TRUE,Sharon
3VX,0.5876,HWY  S MAIN ST,I  95 SB,2007,FALSE,1441.5,FALSE,Sharon
3VY,0.5643,HWY  S MAIN ST,I  95 NB,2007,FALSE,112.56,FALSE,Sharon
40P,0.9492,HWY  WOLMLPOAG ST,RR  AMTRAK/MBTA,2007,FALSE,96.56,FALSE,Sharon
22E,0.2399,HWY  WHITNEY ST,RR  CSX,2007,TRUE,274.23,FALSE,Sherborn
3G2,0.7698,HWY  CROSS ST,RR  MBTA/BMRR,2007,TRUE,360.1,FALSE,Somerville
3G3,0.8557,HWY  WALNUT ST,RR  MBTA/BMRR,2007,FALSE,480.7,FALSE,Somerville
3G4,0.9578,HWY  MEDFORD ST,RR  MBTA/BMRR,2007,FALSE,226.8,FALSE,Somerville
3G5,0.875,HWY  SCHOOL ST,RR  MBTA/BMRR,2007,FALSE,236.25,FALSE,Somerville
3G6,0.873,HWY  SYCAMORE ST,RR  MBTA/BMRR,2007,FALSE,128.76,FALSE,Somerville
3G7,0.7369,HWY  CENTRAL ST,RR  MBTA/BMRR,2007,FALSE,536.27,FALSE,Somerville
AW2,1,HWY  LOWELL ST,RR  MBTA/BMRR,2007,FALSE,258.3,FALSE,Somerville
AE7,1,HWY  CEDAR ST,RR  MBTA/BMRR,2007,FALSE,140.76,FALSE,Somerville
3GA,0.92,HWY  BROADWAY,RR  MBTA/BMRR,2007,FALSE,361.2,FALSE,Somerville
3GG,1,HWY  LOWELL ST,RR  BMRR SPUR,2007,FALSE,483.2,FALSE,Somerville
3GF,0.567,HWY  WEBSTER AVE,RR  MBTA/BMRR,2007,FALSE,443.08,FALSE,Somerville
