TOWN_ID,TOWN,2004_All_Crashes,2005_All_Crashes,2006_All_Crashes,2007_All_Crashes,2008_All_Crashes,2009_All_Crashes,2010_All_Crashes,2011_All_Crashes,2012_All_Crashes,2013_All_Crashes,2004_All_Bicycle_Crashes,2005_All_Bicycle_Crashes,2006_All_Bicycle_Crashes,200&_All_Bicycle_Crashes,200*All_Bicycle_Crashes,200(_All_Bicycle_Crashes,2010_All_Bicycle_Crashes,2011_All_Bicycle_Crashes,2012_All_Bicycle_Crashes,2013_All_Bicycle_Crashes,2004_Bicycle_Fatal_Crashes,2005_Bicycle_Fatal_Crashes,2006_Bicycle_Fatal_Crashes,2007_Bicycle_Fatal_Crashes,2008_Bicycle_Fatal_Crashes,2009_Bicycle_Fatal_Crashes,2010_Bicycle_Fatal_Crashes,2011_Bicycle_Fatal_Crashes,2012_Bicycle_Fatal_Crashes,2013_Bicycle_Fatal_Crashes,2004_Bicycle_Number_Fatalities,2005_Bicycle_Number_Fatalities,2006_Bicycle_Number_Fatalities,2007_Bicycle_Number_Fatalities,2008_Bicycle_Number_Fatalities,2009_Bicycle_Number_Fatalities,2010_Bicycle_Numbe_Fatalities,2011_Bicycle_Number_Fatalities,2012_Bicycle_Number_Fatalities,2013_Bicycle_Number_Fatalities,2004_Bicycle_Injury_Crashes,2005_Bicycle_Injury_Crashes,2006_Bicycle_Injury_Crashes,2007_Bicycle_Injury_Crashes,2008_Bicycle_Injury_Crashes,2009_Bicycle_Injury_Crashes,2010_Bicycle_Injury_Crashes,2011_Bicycle_Injury_Crashes,2012_Bicycle_Injury_Crashes,2013_Bicycle_Injury_Crashes,2004_Bicycle_Number_Injuries,2005_Bicycle_Number_Injuries,2006_Bicycle_Number_Injuries,2007_Bicycle_Number_Injuries,2008_Bicycle_Number_Injuries,2009_Bicycle_NumberI_njuries,2010_Bicycle_Number_Injuries,2011_Bicycle_Number_Injuries,2012_Bicycle_Number_Injuries,2013_Bicycle_Number_Injuries,2004_All_Pedestrian_Crashes,2005_All_Pedestrian_Crashes,2006_All_Pedestrian_Crashes,2007_All_Pedestrian_Crashes,2008_All_Pedestrian_Crashes,2009_All_Pedestian_Crashes,2010_All_Pedestrian_Crashes,2011_All_Pedestrian_Crashes,2012_All_Pedestrian_Crashes,2013_All_Pedestrian_Crashes,2004_Pedestrian_Fatal_Crashes,2005_Pedestrian_Fatal_Crashes,2006_Pedestrian_Fatal_Crashes,2007_Pedestrian_Fatal_Crashes,2008_Pedestrian_Fatal_Crashes,2009_Pedestrian_Fatal_Crashes,2010_Pedestrian_Fatal_Crashes,2011_Pedestrian_Fatal_Crashes,2012_Pedestrian_Fatal_Crashes,2013_Pedestrian_Fatal_Crashes,2004_Pedestrian_NumberFatalities,2005_Pedestrian_NumberFatalities,2006_Pedestrian_NumberFatalities,2007_Pedestrian_NumberFatalites,2008_Pedestrian_Number_Fatalities,2009_Pedestrian_Number_Fatalities,2010_Pedestrian_Number_Fatalities,2011_Pedestrian_Number_Fatalities,2012_Pedestrian_Number_Fatalities,2013_Pedestrian_Number_Fatalities,2004_Pedestrian_Injury_Crashes,2005_Pedestrian_Injury_Crashes,2006_Pedestrian_Injury_Crashes,2007_Pedestrian_Injury_Crashes,2008_Pedestrian_Injury_Crashes,2009_Pedestrian_Injury_Crashes,2010_Pedestrian_Injury_Crashes,2011_Pedestrian_Injury_Crashes,2012_Pedestrian_Injury_Crashes,2013_Pedestrian_Injury_Crashes,2004_Pedestrian_Number_Injuries,2005_Pedestrian_Number_Injuries,2006_Pedestrian_Number_Injuries,2007_Pedestrian_Number_Injuries,2008_Pedestrian_Number_Injuries,2009_Pedestrian_Number_Injuries,2010_Pedestrian_Number_Injuries,2011_Pedestrian_Number_Injuries,2012_Pedestrian_Number_Injuries,2013_Pedestrian_Number_Injuries,2004_All_Truck_Crashes,2005_All_Truck_Crashes,2006_All_Truck_Crashes,2007_All_Truck_Crashes,2008_All_Truck_Crashes,2009_All_Truck_Crashes,2010_All_Truck_Crashes,2011_All_Truck_Crashes,2012_All_Truck_Crashes,2013_All_Truck_Crashes,2004_Truck_Fatal_Crashes,2005_Truck_Fatal_Crashes,2006_Truck_Fatal_Crashes,2007_Truck_Fatal_Crashes,2008_Truck_Fatal_Crashes,2009_Truck_Fatal_Crashes,2010_Truck_Fatal_Crashes,2011_Truck_Fatal_Crashes,2012_Truck_Fatal_Crashes,2013_Truck_Fatal_Crashes,2004_Truck_Number_Fatalities,2005_Truck_Number_Fatalities,2006_Truck_Number_Fatalities,2007_Truck_Number_Fatalities,2008_Truck_Number_Fatalities,2009_Truck_Number_Fatalities,2010_Truck_Number_Fatalities,2011_Truck_Number_Fatalities,2012_Truck_Number_Fatalities,2013_Truck_Number_Fatalities,2004_Truck_Injury_Crashes,2005_Truck_Injury_Crashes,2006_Truck_Injury_Crashes,2007_Truck_Injury_Crashes,2008_Truck_Injury_Crashes,2009_Truck_Injury_Crashes,2010_Truck_Injury_Crashes,2011_Truck_Injury_Crashes,2012_Truck_Injury_Crashes,2013_Truck_Injury_Crashes,2004_Truck_Number_Injuries,2005_Truck_Number_Injuries,2006_Truck_Number_Injuries,2007_Truck_Number_Injuries,2008_Truck_Number_Injuries,2009_Truck_Number_Injuries,2010_Truck_Number_Injuries,2011_Truck_Number_Injuries,2012_Truck_Number_Injuries,2013_Truck_Number_Injuries
100,FRAMINGHAM,1993,2500,2219,2004,1987,1704,1740,1647,1437,1405,28,24,29,12,26,26,29,14,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,17,11,21,17,22,9,7,6,18,14,18,11,22,18,23,9,7,7,41,21,29,35,24,30,39,45,16,10,1,2,0,0,0,0,3,2,2,0,1,2,0,0,0,0,3,2,2,0,23,14,20,22,19,29,32,34,10,7,25,14,22,24,19,33,32,36,11,8,85,133,102,116,123,94,95,93,63,86,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,11,18,9,15,17,16,10,14,11,14,24,23,13,15,19,26,11,17,14,20
101,FRANKLIN,454,526,505,490,435,354,296,379,406,412,1,0,0,4,2,1,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,3,5,4,2,6,3,1,4,6,5,5,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,5,4,4,2,0,1,1,1,0,3,6,4,5,31,60,41,35,22,24,15,29,23,31,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,4,12,7,11,5,8,5,4,2,3,4,13,7,11,5,8,10,4,4,3
107,GLOUCESTER,278,361,302,206,222,148,196,159,262,280,1,3,5,2,2,0,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,1,0,1,0,2,0,1,2,6,1,1,0,1,0,2,0,8,4,6,2,5,1,5,4,6,2,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,5,1,2,1,1,0,4,2,1,2,7,1,2,2,1,0,4,3,1,2,13,20,19,8,12,11,12,13,13,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,3,2,1,1,1,4,2,1,2,9,4,3,2,4,1,7,2,1,2
119,HAMILTON,52,82,91,78,77,54,69,56,59,84,1,1,2,0,2,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,2,3,1,0,0,0,1,0,2,2,2,3,2,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,3,3,6,3,6,1,3,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,1,0,0,0,1,1,0,0,0,5
122,HANOVER,320,398,381,353,351,288,274,253,216,175,3,2,1,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,2,0,3,1,0,1,1,1,0,1,2,0,2,1,1,2,1,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,1,0,1,0,2,1,1,1,14,21,8,13,17,12,10,8,9,11,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,1,0,2,3,2,0,1,5,10,3,1,0,2,3,2,0,1,8
131,HINGHAM,672,766,680,664,529,490,471,391,420,392,8,4,3,5,2,5,7,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,2,4,4,2,2,1,5,3,3,1,2,4,4,2,2,1,5,3,4,9,4,5,4,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,3,2,4,3,3,3,3,0,8,4,3,2,4,3,4,33,34,31,39,26,14,12,26,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,5,1,1,1,4,3,4,5,2,6,5,2,1,1,5,6,5
133,HOLBROOK,183,231,207,200,199,210,206,192,204,210,3,0,2,4,1,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,4,2,2,0,0,3,0,2,2,1,4,2,2,0,0,4,1,6,6,7,4,7,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,5,1,3,3,2,2,3,1,4,2,5,1,3,3,2,2,4,5,2,11,15,11,11,8,10,11,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,3,1,3,2,3,3,1,0,1,4,5,3,3,3,3,5
136,HOLLISTON,237,290,256,243,235,251,212,249,233,216,1,2,0,2,2,6,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,0,1,2,1,0,2,0,2,2,4,0,1,2,2,1,1,2,3,6,3,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,5,1,2,1,0,1,1,2,5,3,5,2,4,1,12,22,13,16,15,9,17,14,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,2,4,2,0,1,1,4,1,3,1,2,7,3,0,1
139,HOPKINTON,387,482,435,453,382,325,404,353,398,411,1,1,0,0,2,2,3,1,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,2,1,1,0,0,0,1,2,1,0,3,1,1,2,2,3,3,3,1,4,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,3,1,2,2,1,2,0,1,0,4,3,1,4,2,53,55,33,46,39,33,43,37,33,52,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,9,14,5,15,5,7,7,8,4,3,11,19,7,17,8,9,7,9,8,6
141,HUDSON,507,540,455,465,373,334,326,379,362,455,0,3,6,5,1,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,1,2,0,1,0,0,2,2,0,3,5,5,3,0,2,1,2,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,10,0,1,1,0,0,0,0,0,1,12,37,43,36,30,36,21,27,29,28,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,2,3,1,4,5,6,7,0,10,10,2,3,1,5,5,6,9,0,11
142,HULL,125,112,139,139,114,85,70,90,20,96,6,2,5,5,4,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,3,0,0,5,3,0,2,2,3,3,3,0,0,5,4,1,1,1,3,0,2,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,2,3,1,5,3,1,0,3,2,0,2,5,1,5,3,7,4,6,7,2,2,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0
144,IPSWICH,167,192,183,189,184,139,129,134,100,113,2,3,1,4,3,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,3,3,3,1,1,1,1,2,0,0,3,4,3,1,1,0,0,3,4,5,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0,0,3,2,2,1,1,0,0,6,13,10,5,12,9,8,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,1,0,1,1,3,1,0,0,2,1,3,0,1
155,LEXINGTON,688,868,823,834,778,644,596,592,538,564,13,8,19,19,9,13,10,4,19,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,12,13,5,10,10,2,16,6,11,8,13,13,5,10,10,2,16,6,6,14,16,15,10,11,19,8,12,7,0,0,1,2,1,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,3,12,12,9,4,9,12,7,9,5,4,14,13,9,4,11,14,7,9,6,38,57,52,47,49,46,40,50,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,8,7,6,8,7,10,7,4,9,20,9,11,7,11,8,15,7,4
157,LINCOLN,150,167,144,162,150,164,136,85,112,114,2,2,1,0,4,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,3,0,1,0,0,1,1,1,0,1,3,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,13,13,7,2,5,6,6,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,2,0,0,0,4,2,3,0,2,0,3,0,0,0
158,LITTLETON,263,251,225,199,233,230,181,241,244,234,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,30,21,16,23,26,23,17,24,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,1,9,6,5,4,3,2,2,12,2,1,12,12,7,7,3,3,2
163,LYNN,3048,3119,2998,2848,2695,2406,2281,2138,2123,2194,43,30,45,42,36,43,49,36,36,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,17,30,21,18,23,30,16,23,19,16,21,33,22,18,25,30,16,23,19,96,87,91,89,100,83,71,82,92,92,1,2,1,0,3,1,0,0,4,2,1,2,1,0,3,1,0,0,4,2,57,55,56,64,57,49,41,49,51,73,61,56,57,68,64,49,45,50,56,78,163,145,125,106,137,101,78,83,83,133,2,0,1,0,0,0,1,0,0,2,2,0,1,0,0,0,1,0,0,2,22,14,20,15,9,12,12,10,7,19,33,18,28,19,10,17,18,10,10,24
164,LYNNFIELD,168,229,328,338,299,205,201,133,253,292,0,0,1,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,1,3,1,0,0,0,2,0,1,0,2,5,2,1,1,2,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,1,1,1,0,1,3,0,0,2,3,1,1,1,6,1,3,9,14,19,27,14,14,17,8,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,5,2,2,3,1,3,2,5,2,4,6,2,3,3,1,6,2
165,MALDEN,1275,1129,1332,1302,1120,912,244,47,875,816,9,7,20,21,17,14,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,15,16,11,2,1,0,6,7,5,5,15,17,11,2,1,0,6,7,45,22,57,43,38,37,13,1,57,32,0,1,0,2,0,1,2,0,0,2,0,1,0,2,0,1,2,0,0,2,28,12,37,28,28,19,7,0,34,17,29,12,42,30,29,21,10,0,35,23,48,39,37,47,49,40,10,4,34,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,3,3,13,9,5,5,2,4,7,10,9,4,16,12,9,5,2,6,8
166,MANCHESTER,42,47,55,48,64,48,43,46,42,45,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,1,3,3,2,2,3,5,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,0
168,MARBLEHEAD,157,142,213,228,187,207,217,222,188,234,6,1,3,3,4,4,6,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,2,2,3,8,3,1,4,0,3,2,2,2,3,8,4,1,2,2,2,2,7,7,7,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,2,2,3,1,3,2,0,2,1,1,2,2,3,1,3,23,6,19,12,13,20,21,28,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,1,1,0,0,1,0,5,0,0
170,MARLBOROUGH,1103,1272,1129,1161,1054,849,1107,1219,1137,1184,4,5,9,5,10,6,4,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,6,2,1,2,7,4,3,3,0,9,6,2,2,2,8,6,11,14,11,7,8,12,13,11,16,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,3,2,4,4,4,6,7,10,8,14,3,3,4,4,4,6,7,13,8,15,51,70,58,60,62,65,68,98,70,77,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,8,13,9,7,7,4,14,11,6,15,12,17,11,15,9,4,17,12,6
171,MARSHFIELD,442,462,440,395,407,376,352,397,394,411,5,1,6,1,6,1,2,5,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,3,1,3,0,1,4,2,3,6,1,4,1,3,0,1,4,2,3,4,1,7,2,2,2,2,5,5,3,1,1,1,0,2,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,2,0,2,2,4,4,1,1,0,1,2,0,2,2,4,4,1,24,22,15,11,16,20,21,27,24,33,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,4,5,2,2,2,1,5,0,7,7,7,6,3,2,2,1,7,0,8
174,MAYNARD,128,160,106,118,106,112,112,77,67,119,1,3,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8,10,5,4,5,7,6,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
175,MEDFIELD,166,176,206,189,171,167,172,167,171,156,3,2,3,3,1,2,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3,1,2,1,1,0,2,1,1,3,3,1,2,1,1,0,2,1,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0,2,0,10,11,11,7,13,9,14,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,1,2,0,4,0,0,2,0,1,3,2,3,0,6
176,MEDFORD,1350,1619,1758,1662,1480,1134,715,378,932,1051,14,11,11,25,21,14,4,1,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,12,13,9,3,0,4,11,9,8,6,14,13,11,3,0,4,12,19,24,27,32,22,20,20,6,30,22,1,1,1,2,0,1,0,0,1,1,1,1,1,2,0,1,0,0,1,1,9,15,14,17,15,13,11,6,19,14,9,17,14,19,15,15,11,8,20,15,74,93,82,96,111,98,40,33,78,77,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,13,16,13,11,23,19,5,7,7,5,17,24,14,13,30,27,6,7,8,5
177,MEDWAY,218,207,181,183,164,165,180,27,162,172,0,2,1,1,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,4,1,1,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,15,11,9,6,4,6,3,5,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,1,0,1,0,0,1,2,0,6,5,1,0,1,0,0,3,3,0
178,MELROSE,288,372,330,359,367,284,307,294,298,307,2,4,2,1,3,5,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,5,2,5,4,3,1,2,2,1,1,5,2,5,4,3,9,5,3,1,10,12,10,7,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,5,2,0,8,8,8,4,8,5,6,5,2,0,9,10,10,4,9,6,25,31,24,20,21,20,28,21,16,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,1,0,2,1,4,0,2,2,8,4,1,0,4,1,5,0,5
184,MIDDLETON,223,199,191,187,144,154,172,169,202,211,1,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,11,15,8,14,7,7,9,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,0,2,4,0,1,1,3,4,9,4,0,2,5,0,1,2
185,MILFORD,391,459,471,433,334,939,956,1077,1002,972,1,1,2,0,3,5,4,9,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,9,6,3,1,0,0,0,1,2,4,9,6,3,1,3,5,3,0,12,6,6,10,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,6,2,4,8,12,1,0,2,0,0,6,2,5,8,12,19,17,26,20,8,44,53,54,48,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,4,3,4,1,5,11,9,6,3,8,7,3,5,1,5,11,11,8,6
187,MILLIS,93,112,81,82,106,75,60,48,48,41,2,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,9,5,4,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,1,0,1,0,2,0,0
189,MILTON,634,813,802,781,789,572,606,512,557,592,1,0,1,3,7,3,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,4,0,0,2,0,2,2,1,1,1,4,5,10,1,6,7,7,8,6,8,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,5,0,3,5,4,5,4,5,4,2,8,0,5,5,4,6,4,7,4,40,48,39,46,56,33,50,28,39,35,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,17,12,16,17,8,13,6,12,9,15,19,15,31,21,8,16,8,17,13
196,NAHANT,8,21,21,13,13,10,17,16,7,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
198,NATICK,909,1179,1136,1123,1059,777,936,901,773,918,7,3,12,10,13,9,11,7,11,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,8,10,9,7,9,6,10,10,4,2,8,10,9,7,9,6,11,10,5,3,7,6,13,7,7,6,11,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,4,3,10,5,6,5,11,4,4,3,4,3,12,6,6,5,12,5,49,64,60,51,56,40,34,33,30,48,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,6,7,3,3,4,4,1,2,7,5,6,8,7,6,5,6,1,2,7
199,NEEDHAM,572,633,640,639,569,492,429,494,450,517,3,6,10,6,9,7,7,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2,6,5,6,5,4,1,1,2,6,2,6,5,6,5,4,1,5,5,2,9,6,8,6,4,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,6,4,6,5,2,4,3,3,3,0,6,4,6,5,2,4,3,36,60,45,36,38,36,38,34,39,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,7,7,10,7,3,7,6,6,9,15,12,7,11,7,3,7,11,6
